term,label_cold,label_deficiency,label_excess,label_external,label_hot,label_internal,label_yang,label_yin
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,False,False,False,False,True,False,False,False
或痰火暴亢,False,False,False,False,True,False,False,False
或突然高热寒战,False,False,False,False,True,False,False,False
或经血的突然增加。临床上以出血时间与基础体温（BBT）曲线对照,False,False,False,False,True,False,False,False
或胃腑湿热上蒸鼻窍所致的,False,False,False,False,True,False,False,False
或胆经炎热,False,False,False,False,True,False,False,False
或脾胃湿热,False,False,False,False,True,False,False,False
或自觉有热感,False,False,False,False,True,False,False,False
或见赤白相兼,False,False,False,False,True,False,False,False
或赤白兼下,False,False,False,False,True,False,False,False
或近火取暖,False,False,False,False,True,False,False,False
或邪毒,False,False,False,False,True,False,False,False
或阴虚火旺,False,False,False,False,True,False,False,False
所生病证之一。又为劳倦内伤及五心烦热的症状之一,False,False,False,False,True,False,False,False
扁桃体炎,False,False,False,False,True,False,False,False
手心热,False,False,False,False,True,False,False,False
指上焦心肺之热,False,False,False,False,True,False,False,False
指大便干燥。多由胃肠燥热,False,False,False,False,True,False,False,False
指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,False,False,False,False,True,False,False,False
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,False,False,False,False,True,False,False,False
指疼痛有灼热之感,False,False,False,False,True,False,False,False
指腋温为37.5℃38,False,False,False,False,True,False,False,False
指腋温为37.5℃～38℃,False,False,False,False,True,False,False,False
损害破裂而排出脓性黄白色汁液坏死物,False,False,False,False,True,False,False,False
摄入很热或冷的食物饮料,False,False,False,False,True,False,False,False
支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化,False,False,False,False,True,False,False,False
支气管黏膜或胸膜受炎症,False,False,False,False,True,False,False,False
故为赤痢。,False,False,False,False,True,False,False,False
故云热痰也。”②火痰 《杂病源流犀烛·痰饮源流》 “热痰,False,False,False,False,True,False,False,False
故令身体虚热,False,False,False,False,True,False,False,False
故又称非毒性甲状腺肿,False,False,False,False,True,False,False,False
故见小便赤涩。,False,False,False,False,True,False,False,False
故黄疸患者巩膜黄染常先于黏膜,False,False,False,False,True,False,False,False
散热减少,False,False,False,False,True,False,False,False
无菌性炎症,False,False,False,False,True,False,False,False
易并发肺炎,False,False,False,False,True,False,False,False
是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致,False,False,False,False,True,False,False,False
是一种毒疮。痈发于肌肉,False,False,False,False,True,False,False,False
是一种特殊类型的慢性喉炎,False,False,False,False,True,False,False,False
是一种证名。指全身发热的症象。,False,False,False,False,True,False,False,False
是以痢下赤白脓血,False,False,False,False,True,False,False,False
是各种消化道疾病常见的症状之一。尤其是反流性食管炎,False,False,False,False,True,False,False,False
是指人体被毒蛇咬伤,False,False,False,False,True,False,False,False
是指外感热邪入血中,False,False,False,False,True,False,False,False
是指按时发热,False,False,False,False,True,False,False,False
是指每日午后发热。本病属里证,False,False,False,False,True,False,False,False
是指致热原直接作用于体温调节中枢,False,False,False,False,True,False,False,False
是机体组织炎症过程中形成的浓稠或稀薄的混和物,False,False,False,False,True,False,False,False
是热淋之甚者,False,False,False,False,True,False,False,False
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,False,False,False,False,True,False,False,False
是颈椎骨关节炎,False,False,False,False,True,False,False,False
普遍的临床症状均可表现关节疼痛（arthralgia）。任何原因导致的关节炎,False,False,False,False,True,False,False,False
最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温,False,False,False,False,True,False,False,False
最常见于发热性疾病,False,False,False,False,True,False,False,False
最常见的原因包括鼻炎,False,False,False,False,True,False,False,False
月经等因素的影响。一般认为当口腔温度高于37.5 ℃,False,False,False,False,True,False,False,False
月经等）的影响。因此判定是否发热,False,False,False,False,True,False,False,False
服抗炎药可缓解的症状。症状包括下腹部疼痛,False,False,False,False,True,False,False,False
某些妇女疾病（盆腔炎,False,False,False,False,True,False,False,False
某些情况可有生理性体温升高,False,False,False,False,True,False,False,False
根尖周炎,False,False,False,False,True,False,False,False
此种炎症常伴随引起气道反应性增高,False,False,False,False,True,False,False,False
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,False,False,False,False,True,False,False,False
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,False,False,False,False,True,False,False,False
沙石淋。多因下焦积热,False,False,False,False,True,False,False,False
治宜滋阴降火。是慢性咽炎的症状之一,False,False,False,False,True,False,False,False
治疗用滋阴清热法,False,False,False,False,True,False,False,False
法当凉血。血热亦是小儿发热证型之一,False,False,False,False,True,False,False,False
洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养,False,False,False,False,True,False,False,False
洗澡水过热,False,False,False,False,True,False,False,False
测其体温39℃以上者,False,False,False,False,True,False,False,False
消毒或去医院处理。,False,False,False,False,True,False,False,False
清利湿热,False,False,False,False,True,False,False,False
清热养阴,False,False,False,False,True,False,False,False
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,False,False,False,False,True,False,False,False
温毒症状之一。由於温热之毒内蕴肺胃,False,False,False,False,True,False,False,False
温清并用。对具传染性的细菌性痢疾和阿米巴痢疾,False,False,False,False,True,False,False,False
温肾,False,False,False,False,True,False,False,False
湿热,False,False,False,False,True,False,False,False
湿热下注是一个中医的术语。中医认为,False,False,False,False,True,False,False,False
湿热下注等伤肾气不能固摄而病,False,False,False,False,True,False,False,False
湿热之邪,False,False,False,False,True,False,False,False
湿热痢重症。多因湿浊热毒蕴结肠中,False,False,False,False,True,False,False,False
湿热等邪气痹阻腰膝所致。,False,False,False,False,True,False,False,False
湿热蕴结于下焦,False,False,False,False,True,False,False,False
湿热阻于肾与膀胱,False,False,False,False,True,False,False,False
湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性,False,False,False,False,True,False,False,False
溃面有糜烂的现象。中医认为由脾胃积热,False,False,False,False,True,False,False,False
潮热,False,False,False,False,True,False,False,False
潮热又名潮红,False,False,False,False,True,False,False,False
火“六淫”侵袭,False,False,False,False,True,False,False,False
火痰,False,False,False,False,True,False,False,False
火邪上炎和火热下迫等。,False,False,False,False,True,False,False,False
灼热,False,False,False,False,True,False,False,False
灼热感,False,False,False,False,True,False,False,False
灼痛,False,False,False,False,True,False,False,False
炎症,False,False,False,False,True,False,False,False
炎症性白带,False,False,False,False,True,False,False,False
炎症过程中细胞,False,False,False,False,True,False,False,False
烧灼,False,False,False,False,True,False,False,False
热,False,False,False,False,True,False,False,False
热争则咳喘,False,False,False,False,True,False,False,False
热在气分,False,False,False,False,True,False,False,False
热壅,False,False,False,False,True,False,False,False
热客膀胱,False,False,False,False,True,False,False,False
热毒,False,False,False,False,True,False,False,False
热毒较轻,False,False,False,False,True,False,False,False
热气与痰水相搏,False,False,False,False,True,False,False,False
热泻是指因热迫大肠所引起。亦名“火泻”。,False,False,False,False,True,False,False,False
热病伤阴,False,False,False,False,True,False,False,False
热痢,False,False,False,False,True,False,False,False
热痢宜清,False,False,False,False,True,False,False,False
热等邪气乘虚而入,False,False,False,False,True,False,False,False
燥,False,False,False,False,True,False,False,False
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,False,False,False,False,True,False,False,False
燥脾,False,False,False,False,True,False,False,False
牙髓炎,False,False,False,False,True,False,False,False
牙龈下的炎症通过牙缝,False,False,False,False,True,False,False,False
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,False,False,False,False,True,False,False,False
玉女煎或泻黄散去防风加生地方。如属消渴病之善饥,False,False,False,False,True,False,False,False
环境温度及湿度变化时加重,False,False,False,False,True,False,False,False
甚则口燥,False,False,False,False,True,False,False,False
甚至不能发出声音的症状。祖国医学称“暴喑”。多由风寒或风热火毒等邪犯喉,False,False,False,False,True,False,False,False
甚至关节肿大灼热为主要临床表现。属于中医学“痹证”的范畴,False,False,False,False,True,False,False,False
甚至关节肿大灼热为主要临床表现的病证。,False,False,False,False,True,False,False,False
甚至昏厥的病症。多见于患有慢性支气管炎,False,False,False,False,True,False,False,False
甚至每个小时都出现。天气和环境温度可加重潮热的发作。中医一般认为病机为阴虚,False,False,False,False,True,False,False,False
甚至溃疡久不愈合。多由心脾积热,False,False,False,False,True,False,False,False
用温胆汤,False,False,False,False,True,False,False,False
用火郁汤加减。亦可选用知柏地黄丸,False,False,False,False,True,False,False,False
由于风燥异气内犯肺鼻,False,False,False,False,True,False,False,False
由炎性病变形成。最主要的临床症状为声嘶。通过喉镜检查可以进行临床诊断。治疗包括适当声带休息,False,False,False,False,True,False,False,False
留滞生热,False,False,False,False,True,False,False,False
疫毒,False,False,False,False,True,False,False,False
疮毒等症。”孙氏疮毒中药膏是祖传百年,False,False,False,False,True,False,False,False
疱疹性咽峡炎,False,False,False,False,True,False,False,False
病名。由肠胃酝热所致的痢疾。证见里急后重,False,False,False,False,True,False,False,False
病名绞肠痧。”治宜祛秽泄毒为大法。十指青冷者,False,False,False,False,True,False,False,False
病机有寒热虚实之分。咳喘与痰密切相关,False,False,False,False,True,False,False,False
病毒性咽炎,False,False,False,False,True,False,False,False
病状名。指面部呈现枯萎晦黄的病色。多因脾胃虚弱,False,False,False,False,True,False,False,False
病理性白带的性状都有很大的不同。病理性白带可分为非炎症性白带,False,False,False,False,True,False,False,False
病症名。多为胞内有实热,False,False,False,False,True,False,False,False
病证名。指痰热壅阻于肺,False,False,False,False,True,False,False,False
症名。两手掌心有发热感觉。一名掌中热。手三阴经是动,False,False,False,False,True,False,False,False
症名。即舌体及舌苔干燥,False,False,False,False,True,False,False,False
痛如火燎的急性疱疹性皮肤病,False,False,False,False,True,False,False,False
痢下赤色,False,False,False,False,True,False,False,False
痤疮是毛囊皮脂腺单位的一种慢性炎症性皮肤病,False,False,False,False,True,False,False,False
痰水与热相搏之病证,False,False,False,False,True,False,False,False
痰热聚于心,False,False,False,False,True,False,False,False
痰热阻肺,False,False,False,False,True,False,False,False
痰色亦黄。治宜清热化痰,False,False,False,False,True,False,False,False
痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白,False,False,False,False,True,False,False,False
